vi;vj;comprimento;demanda;tipo
200;201;57.38;43.035000000000004;"CD"
202;203;58.57;43.9275;"CD"
204;205;60.45;45.337500000000006;"CD"
206;207;60.28;45.21;"CD"
208;209;62.89;47.167500000000004;"CD"
210;211;64.74;48.55499999999999;"CD"
212;213;65.47;49.1025;"CD"
214;215;67.95;50.962500000000006;"CD"
216;217;69.04;51.78;"CD"
218;219;71.58;53.685;"CD"
220;221;72.17;54.1275;"CD"
222;223;73.81;55.3575;"CD"
224;225;74.79;56.0925;"CD"
226;227;77.82;58.364999999999995;"CD"
228;229;78.9;59.175000000000004;"CD"
230;231;81.31;60.9825;"CD"
232;233;82.72;62.04;"CD"
234;235;83.53;62.6475;"CD"
236;237;86.01;64.50750000000001;"CD"
238;239;88.13;66.0975;"CD"
240;241;89.46;67.095;"CD"
242;243;91.92;68.94;"CD"
244;245;92.17;69.1275;"CD"
246;247;94.65;70.98750000000001;"CD"
248;249;95.63;71.7225;"CD"
250;251;98.69;74.0175;"CD"
252;253;101.24;75.92999999999999;"CD"
254;255;100.96;75.72;"CD"
256;257;104.42;78.315;"CD"
258;259;106.22;79.66499999999999;"CD"
260;261;108.37;81.2775;"CD"
262;263;109.7;82.275;"CD"
264;265;111.45;83.5875;"CD"
266;267;113.35;85.01249999999999;"CD"
268;269;115.54;86.655;"CD"
270;271;116.79;87.5925;"CD"
272;273;118.97;89.22749999999999;"CD"
274;275;121.49;91.11749999999999;"CD"
276;277;122.56;91.92;"CD"
278;279;123.21;92.4075;"CD"
280;281;125.89;94.4175;"CD"
282;283;127.45;95.5875;"CD"
0;285;130.11;97.58250000000001;"CD"
286;287;130.64;97.97999999999999;"CD"
288;289;133.76;100.32;"CD"
290;291;134.49;100.8675;"CD"
292;293;137.37;103.0275;"CD"
294;295;138.04;103.53;"CD"
296;297;140.72;105.53999999999999;"CD"
298;299;142.32;106.74;"CD"
300;301;144.3;108.22500000000001;"CD"
302;303;144.94;108.705;"CD"
304;305;147.22;110.41499999999999;"CD"
306;307;148.02;111.01500000000001;"CD"
308;309;151.45;113.58749999999999;"CD"
310;311;153.42;115.065;"CD"
312;313;155.15;116.36250000000001;"CD"
314;315;156.71;117.5325;"CD"
316;317;158.09;118.5675;"CD"
318;319;160.32;120.24;"CD"
320;321;161.66;121.245;"CD"
322;323;164.76;123.57;"CD"
324;325;166.83;125.1225;"CD"
326;327;168.96;126.72;"CD"
328;329;171.61;128.7075;"CD"
330;331;172.46;129.345;"CD"
332;333;175.89;131.9175;"CD"
334;335;179.02;134.26500000000001;"CD"
336;337;179.71;134.7825;"CD"
338;339;185.03;138.7725;"CD"
340;341;187.3;140.47500000000002;"CD"
342;343;190.2;142.64999999999998;"CD"
344;345;194.26;145.695;"CD"
346;347;198.19;148.64249999999998;"CD"
348;349;201.42;151.065;"CD"
350;351;292.24;219.18;"CD"
352;353;293.92;220.44;"CD"
354;355;294.32;220.74;"CD"
356;357;293.45;220.08749999999998;"CD"
358;359;294.23;220.6725;"CD"
360;361;294.47;220.85250000000002;"CD"
362;363;293.89;220.4175;"CD"
364;365;293.86;220.395;"CD"
366;367;292.23;219.1725;"CD"
368;369;291.88;218.91;"CD"
156;158;5.79;0.0;"SD"
158;160;5.42;0.0;"SD"
160;162;5.11;0.0;"SD"
162;164;3.73;0.0;"SD"
164;166;3.7;0.0;"SD"
166;168;2.75;0.0;"SD"
168;170;2.7;0.0;"SD"
170;172;3.14;0.0;"SD"
172;174;1.88;0.0;"SD"
174;176;3.46;0.0;"SD"
176;178;2.52;0.0;"SD"
178;180;1.4;0.0;"SD"
180;182;3.25;0.0;"SD"
182;184;1.43;0.0;"SD"
184;186;4.33;0.0;"SD"
186;188;1.95;0.0;"SD"
188;190;2.13;0.0;"SD"
190;192;2.08;0.0;"SD"
192;194;2.37;0.0;"SD"
194;196;1.85;0.0;"SD"
196;198;1.89;0.0;"SD"
198;200;2.64;0.0;"SD"
200;202;2.18;0.0;"SD"
202;204;2.35;0.0;"SD"
204;206;1.85;0.0;"SD"
206;208;3.03;0.0;"SD"
208;210;2.37;0.0;"SD"
210;212;1.84;0.0;"SD"
212;214;2.99;0.0;"SD"
214;216;1.9;0.0;"SD"
216;218;3.1;0.0;"SD"
218;220;1.99;0.0;"SD"
220;222;2.16;0.0;"SD"
222;224;1.96;0.0;"SD"
224;226;2.77;0.0;"SD"
226;228;2.01;0.0;"SD"
228;230;2.14;0.0;"SD"
230;232;2.09;0.0;"SD"
232;234;2.69;0.0;"SD"
234;236;2.01;0.0;"SD"
236;238;1.87;0.0;"SD"
238;240;2.23;0.0;"SD"
240;242;2.1;0.0;"SD"
242;244;2.05;0.0;"SD"
244;246;2.98;0.0;"SD"
246;248;1.94;0.0;"SD"
248;250;2.86;0.0;"SD"
250;252;2.48;0.0;"SD"
252;254;1.61;0.0;"SD"
254;256;3.32;0.0;"SD"
256;258;2.25;0.0;"SD"
258;260;2.29;0.0;"SD"
260;262;2.07;0.0;"SD"
262;264;2.1;0.0;"SD"
264;266;2.41;0.0;"SD"
266;268;1.97;0.0;"SD"
268;270;2.5;0.0;"SD"
270;272;2.36;0.0;"SD"
272;274;2.45;0.0;"SD"
274;276;2.06;0.0;"SD"
276;278;1.75;0.0;"SD"
278;280;2.42;0.0;"SD"
280;282;1.94;0.0;"SD"
282;0;2.69;0.0;"SD"
0;286;2.03;0.0;"SD"
286;288;2.57;0.0;"SD"
288;290;1.55;0.0;"SD"
290;292;3.22;0.0;"SD"
292;294;2.17;0.0;"SD"
294;296;2.17;0.0;"SD"
296;298;2.41;0.0;"SD"
298;300;2.17;0.0;"SD"
300;302;1.69;0.0;"SD"
302;304;2.94;0.0;"SD"
304;306;1.52;0.0;"SD"
306;308;3.56;0.0;"SD"
308;310;2.02;0.0;"SD"
310;312;2.32;0.0;"SD"
312;314;1.85;0.0;"SD"
314;316;1.99;0.0;"SD"
316;318;3.12;0.0;"SD"
318;320;2.35;0.0;"SD"
320;322;2.31;0.0;"SD"
322;324;2.57;0.0;"SD"
324;326;2.66;0.0;"SD"
326;328;2.56;0.0;"SD"
328;330;1.79;0.0;"SD"
330;332;3.89;0.0;"SD"
332;334;3.37;0.0;"SD"
334;336;1.72;0.0;"SD"
336;338;5.19;0.0;"SD"
338;340;2.71;0.0;"SD"
340;342;3.85;0.0;"SD"
342;344;4.57;0.0;"SD"
344;346;4.93;0.0;"SD"
346;348;4.01;0.0;"SD"
348;155;23.2;0.0;"SD"
155;153;3.28;0.0;"SD"
153;151;4.2;0.0;"SD"
151;149;3.39;0.0;"SD"
149;147;3.72;0.0;"SD"
147;145;2.95;0.0;"SD"
145;143;3.29;0.0;"SD"
143;141;2.97;0.0;"SD"
141;139;2.74;0.0;"SD"
139;137;3.34;0.0;"SD"
137;135;2.0;0.0;"SD"
135;133;2.6;0.0;"SD"
133;131;3.03;0.0;"SD"
131;129;2.03;0.0;"SD"
129;127;2.81;0.0;"SD"
127;125;2.15;0.0;"SD"
124;103;89.17;0.0;"SD"
103;105;2.95;0.0;"SD"
105;107;1.57;0.0;"SD"
107;109;2.31;0.0;"SD"
109;111;1.98;0.0;"SD"
111;113;1.63;0.0;"SD"
113;115;1.53;0.0;"SD"
115;117;1.85;0.0;"SD"
117;119;1.32;0.0;"SD"
119;121;2.16;0.0;"SD"
121;123;1.81;0.0;"SD"
123;71;3.86;0.0;"SD"
71;69;2.6;0.0;"SD"
69;67;2.52;0.0;"SD"
67;65;1.47;0.0;"SD"
65;63;5.37;0.0;"SD"
63;61;6.02;0.0;"SD"
61;59;3.32;0.0;"SD"
59;57;5.9;0.0;"SD"
57;55;6.46;0.0;"SD"
55;53;3.49;0.0;"SD"
53;51;3.68;0.0;"SD"
51;49;4.82;0.0;"SD"
49;47;2.74;0.0;"SD"
47;45;3.52;0.0;"SD"
45;43;4.19;0.0;"SD"
43;41;3.31;0.0;"SD"
41;39;1.57;0.0;"SD"
39;37;3.81;0.0;"SD"
37;35;3.72;0.0;"SD"
35;33;3.11;0.0;"SD"
33;31;3.03;0.0;"SD"
31;29;2.84;0.0;"SD"
29;27;1.49;0.0;"SD"
27;25;3.26;0.0;"SD"
25;23;3.99;0.0;"SD"
23;21;1.14;0.0;"SD"
21;19;4.09;0.0;"SD"
19;17;1.58;0.0;"SD"
17;15;3.66;0.0;"SD"
15;13;4.62;0.0;"SD"
13;11;2.38;0.0;"SD"
11;9;2.8;0.0;"SD"
9;7;4.73;0.0;"SD"
7;5;1.46;0.0;"SD"
5;3;5.16;0.0;"SD"
3;1;6.48;0.0;"SD"
284;2;21.56;0.0;"SD"
2;4;24.97;0.0;"SD"
4;6;14.02;0.0;"SD"
6;8;8.26;0.0;"SD"
8;10;12.7;0.0;"SD"
10;12;1.95;0.0;"SD"
12;14;2.6;0.0;"SD"
14;16;1.93;0.0;"SD"
16;18;1.42;0.0;"SD"
18;20;2.82;0.0;"SD"
20;22;1.54;0.0;"SD"
22;24;1.91;0.0;"SD"
24;26;2.06;0.0;"SD"
26;28;2.25;0.0;"SD"
28;30;1.54;0.0;"SD"
30;32;2.48;0.0;"SD"
32;34;1.8;0.0;"SD"
34;36;1.96;0.0;"SD"
36;38;1.6;0.0;"SD"
38;40;1.69;0.0;"SD"
40;42;1.67;0.0;"SD"
42;44;1.64;0.0;"SD"
44;46;1.84;0.0;"SD"
46;48;1.76;0.0;"SD"
48;50;1.75;0.0;"SD"
50;52;1.68;0.0;"SD"
52;54;1.9;0.0;"SD"
54;56;2.21;0.0;"SD"
56;58;2.04;0.0;"SD"
58;60;1.74;0.0;"SD"
60;62;1.93;0.0;"SD"
62;64;1.47;0.0;"SD"
64;66;1.79;0.0;"SD"
66;68;1.34;0.0;"SD"
68;70;1.87;0.0;"SD"
70;122;2.16;0.0;"SD"
122;120;1.55;0.0;"SD"
120;118;2.2;0.0;"SD"
118;116;1.65;0.0;"SD"
116;114;1.58;0.0;"SD"
114;112;1.65;0.0;"SD"
112;110;2.02;0.0;"SD"
110;108;1.81;0.0;"SD"
108;106;1.95;0.0;"SD"
106;104;1.58;0.0;"SD"
104;102;1.62;0.0;"SD"
102;100;2.28;0.0;"SD"
100;98;1.61;0.0;"SD"
98;96;1.84;0.0;"SD"
96;94;1.84;0.0;"SD"
94;92;1.94;0.0;"SD"
92;90;1.82;0.0;"SD"
90;88;1.44;0.0;"SD"
88;86;2.03;0.0;"SD"
86;84;1.52;0.0;"SD"
84;82;1.71;0.0;"SD"
82;80;1.87;0.0;"SD"
80;78;1.72;0.0;"SD"
78;76;2.08;0.0;"SD"
76;74;1.85;0.0;"SD"
74;72;1.45;0.0;"SD"
72;369;1.72;0.0;"SD"
369;367;1.49;0.0;"SD"
367;365;2.66;0.0;"SD"
365;363;1.31;0.0;"SD"
363;361;1.55;0.0;"SD"
361;359;1.39;0.0;"SD"
359;357;1.5;0.0;"SD"
357;355;1.52;0.0;"SD"
355;353;1.44;0.0;"SD"
353;351;1.91;0.0;"SD"
351;349;1.95;0.0;"SD"
349;347;1.47;0.0;"SD"
347;345;1.53;0.0;"SD"
345;343;1.53;0.0;"SD"
343;341;1.69;0.0;"SD"
341;339;1.32;0.0;"SD"
339;337;1.63;0.0;"SD"
337;335;1.6;0.0;"SD"
335;333;1.42;0.0;"SD"
333;331;1.67;0.0;"SD"
331;329;1.55;0.0;"SD"
329;327;1.57;0.0;"SD"
327;325;1.65;0.0;"SD"
325;323;1.27;0.0;"SD"
323;321;2.02;0.0;"SD"
321;319;1.52;0.0;"SD"
319;317;1.57;0.0;"SD"
317;315;1.51;0.0;"SD"
315;313;1.58;0.0;"SD"
313;311;1.65;0.0;"SD"
311;309;1.55;0.0;"SD"
309;307;1.41;0.0;"SD"
307;305;2.13;0.0;"SD"
305;303;1.32;0.0;"SD"
303;301;1.5;0.0;"SD"
301;299;1.44;0.0;"SD"
299;297;1.53;0.0;"SD"
297;295;1.85;0.0;"SD"
295;293;1.78;0.0;"SD"
293;291;1.36;0.0;"SD"
291;289;1.38;0.0;"SD"
289;287;1.81;0.0;"SD"
287;285;1.69;0.0;"SD"
285;283;1.53;0.0;"SD"
283;281;1.67;0.0;"SD"
281;279;1.47;0.0;"SD"
279;277;1.51;0.0;"SD"
277;275;1.58;0.0;"SD"
275;273;1.64;0.0;"SD"
273;271;1.6;0.0;"SD"
271;269;1.77;0.0;"SD"
269;267;1.67;0.0;"SD"
267;265;1.61;0.0;"SD"
265;263;1.3;0.0;"SD"
263;261;1.29;0.0;"SD"
261;259;1.45;0.0;"SD"
259;257;1.65;0.0;"SD"
257;255;1.46;0.0;"SD"
255;253;1.72;0.0;"SD"
253;251;1.58;0.0;"SD"
251;249;1.65;0.0;"SD"
249;247;1.51;0.0;"SD"
247;245;1.44;0.0;"SD"
245;243;1.68;0.0;"SD"
243;241;1.76;0.0;"SD"
241;239;1.71;0.0;"SD"
239;237;1.59;0.0;"SD"
237;235;1.92;0.0;"SD"
235;233;1.95;0.0;"SD"
233;231;1.67;0.0;"SD"
231;229;1.96;0.0;"SD"
229;227;1.74;0.0;"SD"
227;225;1.59;0.0;"SD"
225;223;1.35;0.0;"SD"
223;221;1.51;0.0;"SD"
221;219;1.65;0.0;"SD"
219;217;1.62;0.0;"SD"
217;215;1.53;0.0;"SD"
215;213;1.56;0.0;"SD"
213;211;1.38;0.0;"SD"
211;209;1.56;0.0;"SD"
209;207;1.57;0.0;"SD"
207;205;1.61;0.0;"SD"
205;203;1.36;0.0;"SD"
203;201;1.65;0.0;"SD"
201;199;1.25;0.0;"SD"
199;197;1.44;0.0;"SD"
197;195;1.42;0.0;"SD"
195;193;1.44;0.0;"SD"
193;191;1.48;0.0;"SD"
191;189;1.7;0.0;"SD"
189;187;1.7;0.0;"SD"
187;185;1.46;0.0;"SD"
185;183;1.48;0.0;"SD"
183;181;1.56;0.0;"SD"
181;179;1.4;0.0;"SD"
179;177;1.5;0.0;"SD"
177;175;1.31;0.0;"SD"
175;173;1.7;0.0;"SD"
173;171;1.23;0.0;"SD"
171;169;1.51;0.0;"SD"
169;167;1.29;0.0;"SD"
167;165;1.51;0.0;"SD"
165;163;1.56;0.0;"SD"
163;161;1.58;0.0;"SD"
161;159;1.83;0.0;"SD"
159;157;1.41;0.0;"SD"
