vi;vj;comprimento;demanda;tipo
24;26;1.58;0.0;"SD"
26;28;1.42;0.0;"SD"
28;30;1.75;0.0;"SD"
30;32;1.46;0.0;"SD"
32;34;2.04;0.0;"SD"
34;36;1.38;0.0;"SD"
36;38;1.46;0.0;"SD"
38;40;1.68;0.0;"SD"
40;42;1.53;0.0;"SD"
42;44;1.44;0.0;"SD"
44;46;3.06;0.0;"SD"
46;48;1.54;0.0;"SD"
48;50;1.56;0.0;"SD"
50;52;1.77;0.0;"SD"
52;54;1.81;0.0;"SD"
54;56;1.36;0.0;"SD"
56;58;1.96;0.0;"SD"
58;60;1.47;0.0;"SD"
60;62;3.16;0.0;"SD"
62;64;1.29;0.0;"SD"
64;66;2.41;0.0;"SD"
66;68;2.72;0.0;"SD"
68;70;1.56;0.0;"SD"
70;72;2.85;0.0;"SD"
72;74;4.37;0.0;"SD"
74;76;1.34;0.0;"SD"
76;78;5.6;0.0;"SD"
78;80;1.48;0.0;"SD"
80;82;2.94;0.0;"SD"
83;81;20.78;0.0;"SD"
81;79;21.33;0.0;"SD"
79;77;15.79;0.0;"SD"
77;75;10.91;0.0;"SD"
75;73;17.55;0.0;"SD"
73;71;11.55;0.0;"SD"
71;69;9.64;0.0;"SD"
69;67;12.81;0.0;"SD"
67;65;19.72;0.0;"SD"
65;63;9.12;0.0;"SD"
63;61;9.16;0.0;"SD"
61;59;13.3;0.0;"SD"
59;57;11.3;0.0;"SD"
57;55;14.01;0.0;"SD"
55;53;17.26;0.0;"SD"
53;51;2.15;0.0;"SD"
51;254;67.98;0.0;"SD"
254;49;3.26;0.0;"SD"
49;47;1.89;0.0;"SD"
47;45;1.68;0.0;"SD"
45;43;1.42;0.0;"SD"
43;41;1.32;0.0;"SD"
41;39;1.83;0.0;"SD"
39;37;1.56;0.0;"SD"
37;35;1.66;0.0;"SD"
35;33;1.46;0.0;"SD"
33;31;1.72;0.0;"SD"
31;29;1.68;0.0;"SD"
29;27;1.42;0.0;"SD"
27;25;1.46;0.0;"SD"
25;23;1.85;0.0;"SD"
23;21;1.28;0.0;"SD"
21;19;2.24;0.0;"SD"
19;17;1.66;0.0;"SD"
17;15;2.4;0.0;"SD"
15;13;1.55;0.0;"SD"
13;11;1.86;0.0;"SD"
11;9;1.51;0.0;"SD"
9;7;1.85;0.0;"SD"
7;5;1.52;0.0;"SD"
5;3;1.65;0.0;"SD"
3;1;1.83;0.0;"SD"
1;85;1.27;0.0;"SD"
85;87;1.71;0.0;"SD"
87;89;1.7;0.0;"SD"
89;91;1.9;0.0;"SD"
91;93;1.65;0.0;"SD"
93;95;1.25;0.0;"SD"
95;97;1.76;0.0;"SD"
97;99;1.61;0.0;"SD"
99;101;2.08;0.0;"SD"
101;103;1.63;0.0;"SD"
103;105;1.8;0.0;"SD"
105;107;1.54;0.0;"SD"
107;109;1.6;0.0;"SD"
109;111;1.47;0.0;"SD"
111;113;1.79;0.0;"SD"
113;115;1.29;0.0;"SD"
115;117;1.71;0.0;"SD"
117;119;1.58;0.0;"SD"
119;121;1.56;0.0;"SD"
121;123;1.64;0.0;"SD"
123;125;1.59;0.0;"SD"
125;127;1.89;0.0;"SD"
127;129;1.5;0.0;"SD"
129;131;2.22;0.0;"SD"
131;133;2.45;0.0;"SD"
133;135;1.63;0.0;"SD"
135;137;2.19;0.0;"SD"
137;139;2.9;0.0;"SD"
139;141;2.05;0.0;"SD"
141;143;2.2;0.0;"SD"
143;145;1.98;0.0;"SD"
145;147;3.61;0.0;"SD"
147;149;2.42;0.0;"SD"
149;151;3.32;0.0;"SD"
151;153;2.36;0.0;"SD"
153;155;2.85;0.0;"SD"
155;231;4.33;0.0;"SD"
231;233;1.94;0.0;"SD"
233;235;4.41;0.0;"SD"
235;237;3.04;0.0;"SD"
237;239;2.37;0.0;"SD"
239;241;3.42;0.0;"SD"
241;243;4.91;0.0;"SD"
243;245;3.51;0.0;"SD"
245;247;3.12;0.0;"SD"
247;249;7.17;0.0;"SD"
249;251;6.46;0.0;"SD"
251;253;6.99;0.0;"SD"
252;250;3.29;0.0;"SD"
250;248;4.47;0.0;"SD"
248;246;5.51;0.0;"SD"
246;244;4.46;0.0;"SD"
244;242;4.86;0.0;"SD"
242;240;4.53;0.0;"SD"
240;238;1.59;0.0;"SD"
238;236;4.72;0.0;"SD"
236;234;3.29;0.0;"SD"
234;232;1.2;0.0;"SD"
232;230;7.96;0.0;"SD"
230;157;38.35;0.0;"SD"
157;159;3.91;0.0;"SD"
159;161;1.93;0.0;"SD"
161;163;3.69;0.0;"SD"
163;165;1.67;0.0;"SD"
165;167;2.19;0.0;"SD"
167;169;2.99;0.0;"SD"
169;171;1.75;0.0;"SD"
171;173;2.21;0.0;"SD"
173;175;1.78;0.0;"SD"
175;177;2.92;0.0;"SD"
177;179;1.94;0.0;"SD"
179;181;2.03;0.0;"SD"
181;183;3.59;0.0;"SD"
183;185;2.53;0.0;"SD"
185;187;3.57;0.0;"SD"
187;189;2.8;0.0;"SD"
189;191;2.5;0.0;"SD"
191;193;2.67;0.0;"SD"
193;195;3.09;0.0;"SD"
195;197;5.08;0.0;"SD"
197;199;7.68;0.0;"SD"
199;201;6.83;0.0;"SD"
201;203;7.68;0.0;"SD"
203;205;5.47;0.0;"SD"
205;207;8.92;0.0;"SD"
207;209;7.56;0.0;"SD"
209;211;13.8;0.0;"SD"
211;213;15.73;0.0;"SD"
213;215;15.5;0.0;"SD"
215;217;11.21;0.0;"SD"
217;219;23.15;0.0;"SD"
219;221;13.73;0.0;"SD"
221;223;18.9;0.0;"SD"
223;225;10.11;0.0;"SD"
225;227;7.88;0.0;"SD"
227;229;29.41;0.0;"SD"
