vi;vj;comprimento;demanda;tipo
136;137;104.28;78.21000000000001;"CD"
138;139;102.75;77.0625;"CD"
140;141;101.59;76.1925;"CD"
142;143;100.77;75.5775;"CD"
144;145;100.03;75.02250000000001;"CD"
146;147;99.27;74.4525;"CD"
148;149;98.73;74.0475;"CD"
150;151;97.25;72.9375;"CD"
152;153;96.53;72.39750000000001;"CD"
154;155;95.97;71.97749999999999;"CD"
156;157;94.44;70.83;"CD"
158;159;93.64;70.23;"CD"
160;161;92.38;69.285;"CD"
162;163;91.61;68.7075;"CD"
164;165;90.85;68.13749999999999;"CD"
166;167;89.28;66.96000000000001;"CD"
168;169;88.33;66.2475;"CD"
170;171;88.05;66.0375;"CD"
172;173;87.42;65.565;"CD"
174;175;86.37;64.7775;"CD"
176;177;85.38;64.035;"CD"
178;179;85.44;64.08;"CD"
180;181;83.83;62.8725;"CD"
182;183;83.02;62.265;"CD"
184;185;82.11;61.582499999999996;"CD"
186;187;81.75;61.3125;"CD"
188;189;80.43;60.322500000000005;"CD"
190;191;78.37;58.7775;"CD"
192;193;77.65;58.237500000000004;"CD"
194;195;77.15;57.862500000000004;"CD"
196;197;75.4;56.550000000000004;"CD"
198;199;74.68;56.010000000000005;"CD"
200;201;73.96;55.47;"CD"
202;203;72.74;54.55499999999999;"CD"
204;205;71.14;53.355000000000004;"CD"
206;207;69.68;52.260000000000005;"CD"
208;209;69.06;51.795;"CD"
210;211;67.21;50.4075;"CD"
212;213;66.13;49.5975;"CD"
214;215;65.41;49.0575;"CD"
216;217;63.49;47.6175;"CD"
218;219;61.11;45.832499999999996;"CD"
220;221;59.95;44.962500000000006;"CD"
222;223;57.6;43.2;"CD"
224;225;56.53;42.3975;"CD"
226;227;54.75;41.0625;"CD"
228;229;53.56;40.17;"CD"
230;231;52.39;39.292500000000004;"CD"
232;233;51.02;38.265;"CD"
234;235;48.59;36.4425;"CD"
236;237;47.16;35.37;"CD"
238;239;45.99;34.4925;"CD"
240;241;44.02;33.015;"CD"
242;243;43.25;32.4375;"CD"
244;245;41.27;30.9525;"CD"
246;247;39.43;29.572499999999998;"CD"
248;249;37.4;28.049999999999997;"CD"
250;251;36.39;27.2925;"CD"
252;253;34.45;25.837500000000002;"CD"
254;255;32.08;24.06;"CD"
256;257;30.69;23.017500000000002;"CD"
258;259;28.98;21.735;"CD"
260;261;26.69;20.017500000000002;"CD"
262;263;25.46;19.095;"CD"
264;265;24.23;18.1725;"CD"
266;267;22.34;16.755;"CD"
268;269;21.08;15.809999999999999;"CD"
270;271;19.78;14.835;"CD"
272;273;17.45;13.087499999999999;"CD"
274;275;14.47;10.852500000000001;"CD"
276;277;13.33;9.9975;"CD"
278;279;11.36;8.52;"CD"
280;281;10.14;7.605;"CD"
282;283;7.71;5.7825;"CD"
284;285;5.78;4.335;"CD"
286;287;3.36;2.52;"CD"
288;289;476.9;357.67499999999995;"CD"
290;291;473.05;354.7875;"CD"
292;293;470.62;352.96500000000003;"CD"
294;295;466.97;350.2275;"CD"
296;297;462.81;347.1075;"CD"
298;299;458.68;344.01;"CD"
300;301;454.21;340.65749999999997;"CD"
302;303;450.9;338.17499999999995;"CD"
304;305;447.57;335.6775;"CD"
306;307;444.98;333.735;"CD"
308;309;440.56;330.42;"CD"
310;311;437.43;328.0725;"CD"
312;313;434.48;325.86;"CD"
314;315;430.58;322.935;"CD"
316;317;426.56;319.92;"CD"
318;319;423.59;317.6925;"CD"
320;321;420.28;315.21;"CD"
322;323;416.59;312.4425;"CD"
324;325;413.14;309.855;"CD"
326;327;410.11;307.5825;"CD"
328;329;406.72;305.04;"CD"
330;331;401.4;301.04999999999995;"CD"
332;333;398.58;298.935;"CD"
334;335;395.5;296.625;"CD"
336;337;390.25;292.6875;"CD"
338;339;386.94;290.205;"CD"
340;341;382.87;287.15250000000003;"CD"
342;343;378.11;283.5825;"CD"
344;345;372.66;279.495;"CD"
346;347;366.15;274.61249999999995;"CD"
348;349;357.33;267.9975;"CD"
350;351;347.01;260.2575;"CD"
352;353;334.71;251.03249999999997;"CD"
354;355;321.96;241.46999999999997;"CD"
356;357;308.45;231.33749999999998;"CD"
358;359;277.89;208.4175;"CD"
360;361;262.5;196.875;"CD"
362;363;219.12;164.34;"CD"
364;365;205.31;153.98250000000002;"CD"
366;367;183.99;137.9925;"CD"
368;369;170.19;127.6425;"CD"
370;371;154.67;116.0025;"CD"
372;373;138.54;103.905;"CD"
374;375;115.13;86.3475;"CD"
376;377;86.99;65.24249999999999;"CD"
378;379;21.58;16.185;"CD"
380;381;566.3;424.72499999999997;"CD"
382;383;563.92;422.93999999999994;"CD"
384;385;560.35;420.26250000000005;"CD"
386;387;556.98;417.735;"CD"
388;389;553.49;415.1175;"CD"
390;391;548.68;411.51;"CD"
392;393;547.24;410.43;"CD"
394;395;543.51;407.6325;"CD"
396;397;541.26;405.945;"CD"
398;399;536.73;402.5475;"CD"
400;401;534.47;400.8525;"CD"
402;403;530.37;397.77750000000003;"CD"
404;405;526.77;395.0775;"CD"
406;407;523.53;392.6475;"CD"
408;409;519.72;389.79;"CD"
410;411;517.67;388.25249999999994;"CD"
412;413;513.65;385.23749999999995;"CD"
414;415;510.46;382.84499999999997;"CD"
416;417;507.04;380.28000000000003;"CD"
418;419;503.41;377.5575;"CD"
420;0;499.93;374.9475;"CD"
422;423;495.62;371.71500000000003;"CD"
424;425;492.9;369.67499999999995;"CD"
426;427;489.87;367.40250000000003;"CD"
428;429;487.75;365.8125;"CD"
430;431;483.63;362.72249999999997;"CD"
432;433;481.01;360.7575;"CD"
434;435;570.96;428.22;"CD"
436;437;574.26;430.695;"CD"
438;439;577.73;433.2975;"CD"
440;441;579.93;434.9475;"CD"
442;443;583.25;437.4375;"CD"
444;445;586.2;439.65000000000003;"CD"
446;447;590.7;443.02500000000003;"CD"
448;449;593.26;444.945;"CD"
450;451;595.59;446.6925;"CD"
452;453;600.36;450.27;"CD"
454;455;633.72;475.29;"CD"
456;457;631.49;473.6175;"CD"
458;459;627.32;470.49;"CD"
460;461;623.66;467.745;"CD"
462;463;620.45;465.33750000000003;"CD"
464;465;616.95;462.71250000000003;"CD"
466;467;613.29;459.9675;"CD"
468;469;610.43;457.8225;"CD"
470;471;606.84;455.13;"CD"
472;473;603.05;452.28749999999997;"CD"
474;475;634.64;475.98;"CD"
476;477;635.26;476.445;"CD"
478;479;624.66;468.495;"CD"
480;481;616.43;462.3225;"CD"
482;483;611.41;458.5575;"CD"
484;485;606.44;454.83000000000004;"CD"
486;487;586.24;439.68;"CD"
488;489;561.02;420.765;"CD"
490;491;547.32;410.49;"CD"
492;493;468.58;351.435;"CD"
494;495;322.4;241.79999999999998;"CD"
496;497;314.78;236.08499999999998;"CD"
498;499;303.8;227.85000000000002;"CD"
500;501;294.91;221.1825;"CD"
502;503;281.87;211.4025;"CD"
504;505;269.06;201.79500000000002;"CD"
506;507;262.46;196.84499999999997;"CD"
508;509;374.75;281.0625;"CD"
510;511;363.96;272.96999999999997;"CD"
512;513;346.28;259.71;"CD"
514;515;411.59;308.6925;"CD"
516;517;388.93;291.6975;"CD"
518;519;427.12;320.34000000000003;"CD"
375;377;17.31;0.0;"SD"
475;455;3.21;0.0;"SD"
455;457;1.95;0.0;"SD"
457;459;1.73;0.0;"SD"
459;461;1.42;0.0;"SD"
461;463;1.64;0.0;"SD"
463;465;1.67;0.0;"SD"
465;467;1.59;0.0;"SD"
467;469;1.87;0.0;"SD"
469;471;1.44;0.0;"SD"
471;473;1.25;0.0;"SD"
473;453;1.9;0.0;"SD"
453;451;1.74;0.0;"SD"
451;449;1.25;0.0;"SD"
449;447;1.57;0.0;"SD"
447;445;1.74;0.0;"SD"
445;443;1.58;0.0;"SD"
443;441;1.47;0.0;"SD"
441;439;1.63;0.0;"SD"
439;437;1.45;0.0;"SD"
437;435;1.87;0.0;"SD"
435;381;1.83;0.0;"SD"
381;383;2.23;0.0;"SD"
383;385;1.34;0.0;"SD"
385;387;1.35;0.0;"SD"
387;389;1.47;0.0;"SD"
389;391;1.77;0.0;"SD"
391;393;1.47;0.0;"SD"
393;395;1.69;0.0;"SD"
395;397;1.73;0.0;"SD"
397;399;1.23;0.0;"SD"
399;401;1.64;0.0;"SD"
401;403;1.74;0.0;"SD"
403;405;1.56;0.0;"SD"
405;407;1.6;0.0;"SD"
407;409;1.47;0.0;"SD"
409;411;2.52;0.0;"SD"
411;413;1.61;0.0;"SD"
413;415;1.8;0.0;"SD"
415;417;1.27;0.0;"SD"
417;419;1.66;0.0;"SD"
419;0;1.47;0.0;"SD"
0;423;1.55;0.0;"SD"
423;425;1.46;0.0;"SD"
425;427;2.03;0.0;"SD"
427;429;1.43;0.0;"SD"
429;431;1.88;0.0;"SD"
431;433;1.67;0.0;"SD"
433;288;1.45;0.0;"SD"
288;291;1.18;0.0;"SD"
291;293;2.25;0.0;"SD"
293;295;1.82;0.0;"SD"
295;297;1.19;0.0;"SD"
297;299;1.65;0.0;"SD"
299;301;1.85;0.0;"SD"
301;303;1.51;0.0;"SD"
303;305;1.82;0.0;"SD"
305;307;1.52;0.0;"SD"
307;309;1.53;0.0;"SD"
309;311;1.57;0.0;"SD"
311;313;1.96;0.0;"SD"
313;315;1.62;0.0;"SD"
315;317;1.55;0.0;"SD"
317;319;1.45;0.0;"SD"
319;321;1.77;0.0;"SD"
321;323;1.58;0.0;"SD"
323;325;1.44;0.0;"SD"
325;327;1.84;0.0;"SD"
327;329;1.24;0.0;"SD"
329;331;1.75;0.0;"SD"
331;333;1.92;0.0;"SD"
333;335;1.52;0.0;"SD"
335;337;1.43;0.0;"SD"
337;339;1.27;0.0;"SD"
339;341;1.36;0.0;"SD"
341;343;1.72;0.0;"SD"
343;345;1.41;0.0;"SD"
345;347;1.56;0.0;"SD"
347;349;1.55;0.0;"SD"
349;351;1.59;0.0;"SD"
351;353;1.53;0.0;"SD"
353;355;1.32;0.0;"SD"
355;357;1.58;0.0;"SD"
357;359;1.71;0.0;"SD"
359;361;1.48;0.0;"SD"
361;363;1.45;0.0;"SD"
363;365;1.71;0.0;"SD"
365;367;1.59;0.0;"SD"
367;369;1.73;0.0;"SD"
369;371;1.96;0.0;"SD"
371;373;1.96;0.0;"SD"
373;375;6.96;0.0;"SD"
378;376;35.34;0.0;"SD"
376;374;10.45;0.0;"SD"
374;372;16.11;0.0;"SD"
372;370;14.28;0.0;"SD"
370;368;13.53;0.0;"SD"
368;366;12.84;0.0;"SD"
366;364;19.83;0.0;"SD"
364;362;13.25;0.0;"SD"
362;360;42.91;0.0;"SD"
360;358;15.17;0.0;"SD"
358;356;29.35;0.0;"SD"
356;354;13.27;0.0;"SD"
354;352;12.24;0.0;"SD"
352;350;10.98;0.0;"SD"
350;348;10.15;0.0;"SD"
348;346;8.42;0.0;"SD"
346;344;5.94;0.0;"SD"
344;342;4.44;0.0;"SD"
342;340;3.67;0.0;"SD"
340;338;3.2;0.0;"SD"
338;336;2.4;0.0;"SD"
336;334;3.75;0.0;"SD"
334;332;2.5;0.0;"SD"
332;330;2.55;0.0;"SD"
330;328;3.27;0.0;"SD"
328;326;2.29;0.0;"SD"
326;324;2.69;0.0;"SD"
324;322;2.39;0.0;"SD"
322;320;2.41;0.0;"SD"
320;318;2.56;0.0;"SD"
318;316;1.92;0.0;"SD"
316;314;2.37;0.0;"SD"
314;312;2.16;0.0;"SD"
312;310;2.52;0.0;"SD"
310;308;2.0;0.0;"SD"
308;306;2.77;0.0;"SD"
306;304;1.7;0.0;"SD"
304;302;2.77;0.0;"SD"
302;300;2.16;0.0;"SD"
300;298;3.28;0.0;"SD"
298;296;2.02;0.0;"SD"
296;294;2.33;0.0;"SD"
294;292;2.63;0.0;"SD"
292;290;1.92;0.0;"SD"
290;289;2.31;0.0;"SD"
289;432;2.46;0.0;"SD"
432;430;1.73;0.0;"SD"
430;428;2.85;0.0;"SD"
428;426;1.5;0.0;"SD"
426;424;2.34;0.0;"SD"
424;422;1.75;0.0;"SD"
422;420;2.2;0.0;"SD"
420;418;1.84;0.0;"SD"
418;416;2.25;0.0;"SD"
416;414;1.72;0.0;"SD"
414;412;2.08;0.0;"SD"
412;410;2.07;0.0;"SD"
410;408;2.12;0.0;"SD"
408;406;1.67;0.0;"SD"
406;404;1.6;0.0;"SD"
404;402;2.18;0.0;"SD"
402;400;2.17;0.0;"SD"
400;398;1.6;0.0;"SD"
398;396;2.55;0.0;"SD"
396;394;1.38;0.0;"SD"
394;392;2.23;0.0;"SD"
392;390;1.34;0.0;"SD"
390;388;2.13;0.0;"SD"
388;386;1.73;0.0;"SD"
386;384;1.55;0.0;"SD"
384;382;1.58;0.0;"SD"
382;380;1.86;0.0;"SD"
380;434;1.58;0.0;"SD"
434;436;1.76;0.0;"SD"
436;438;1.43;0.0;"SD"
438;440;1.48;0.0;"SD"
440;442;1.68;0.0;"SD"
442;444;1.65;0.0;"SD"
444;446;2.56;0.0;"SD"
446;448;1.42;0.0;"SD"
448;450;1.17;0.0;"SD"
450;452;2.17;0.0;"SD"
452;472;1.67;0.0;"SD"
472;470;1.38;0.0;"SD"
470;468;1.54;0.0;"SD"
468;466;1.68;0.0;"SD"
466;464;1.54;0.0;"SD"
464;462;1.55;0.0;"SD"
462;460;1.78;0.0;"SD"
460;458;1.85;0.0;"SD"
458;456;1.83;0.0;"SD"
456;454;1.63;0.0;"SD"
454;474;1.69;0.0;"SD"
474;476;2.2;0.0;"SD"
476;478;1.58;0.0;"SD"
478;480;1.53;0.0;"SD"
480;482;2.85;0.0;"SD"
482;484;1.95;0.0;"SD"
484;486;2.05;0.0;"SD"
486;488;2.8;0.0;"SD"
488;490;2.24;0.0;"SD"
490;492;3.14;0.0;"SD"
492;518;1.34;0.0;"SD"
518;515;2.3;0.0;"SD"
515;517;1.89;0.0;"SD"
517;509;1.62;0.0;"SD"
509;511;1.63;0.0;"SD"
511;513;1.84;0.0;"SD"
513;494;2.03;0.0;"SD"
494;497;1.62;0.0;"SD"
497;499;1.54;0.0;"SD"
499;501;1.45;0.0;"SD"
501;503;1.67;0.0;"SD"
503;505;1.53;0.0;"SD"
505;507;1.34;0.0;"SD"
507;1;1.44;0.0;"SD"
1;3;1.99;0.0;"SD"
3;5;1.45;0.0;"SD"
5;7;1.24;0.0;"SD"
7;9;1.91;0.0;"SD"
9;11;1.4;0.0;"SD"
11;13;1.13;0.0;"SD"
13;15;1.48;0.0;"SD"
15;17;1.89;0.0;"SD"
17;19;1.45;0.0;"SD"
19;21;1.43;0.0;"SD"
21;23;1.31;0.0;"SD"
23;25;1.62;0.0;"SD"
25;27;1.72;0.0;"SD"
27;29;1.46;0.0;"SD"
29;31;1.49;0.0;"SD"
31;33;1.43;0.0;"SD"
33;35;1.33;0.0;"SD"
35;37;1.62;0.0;"SD"
37;39;1.19;0.0;"SD"
39;41;2.01;0.0;"SD"
41;43;1.71;0.0;"SD"
43;45;1.27;0.0;"SD"
45;47;1.67;0.0;"SD"
47;49;1.41;0.0;"SD"
49;51;1.67;0.0;"SD"
51;53;1.76;0.0;"SD"
53;55;1.24;0.0;"SD"
55;57;1.74;0.0;"SD"
57;59;1.83;0.0;"SD"
59;61;1.26;0.0;"SD"
61;63;1.67;0.0;"SD"
63;65;1.5;0.0;"SD"
65;67;1.78;0.0;"SD"
67;69;1.65;0.0;"SD"
69;71;1.97;0.0;"SD"
71;73;2.09;0.0;"SD"
73;75;4.33;0.0;"SD"
75;77;4.57;0.0;"SD"
77;79;4.17;0.0;"SD"
79;81;3.1;0.0;"SD"
81;83;4.16;0.0;"SD"
83;85;2.76;0.0;"SD"
85;87;3.07;0.0;"SD"
87;89;3.55;0.0;"SD"
89;91;2.28;0.0;"SD"
91;93;2.04;0.0;"SD"
93;95;2.44;0.0;"SD"
95;97;2.1;0.0;"SD"
97;99;2.09;0.0;"SD"
99;101;1.99;0.0;"SD"
101;103;2.12;0.0;"SD"
103;105;1.97;0.0;"SD"
105;107;2.56;0.0;"SD"
107;109;2.23;0.0;"SD"
109;111;1.54;0.0;"SD"
111;113;2.12;0.0;"SD"
113;115;2.22;0.0;"SD"
115;117;1.81;0.0;"SD"
117;119;1.76;0.0;"SD"
119;121;1.89;0.0;"SD"
121;123;1.55;0.0;"SD"
123;125;1.76;0.0;"SD"
125;127;1.8;0.0;"SD"
127;129;1.58;0.0;"SD"
129;131;1.87;0.0;"SD"
131;133;1.64;0.0;"SD"
133;135;1.46;0.0;"SD"
135;137;1.92;0.0;"SD"
137;139;1.59;0.0;"SD"
139;141;1.51;0.0;"SD"
141;143;1.6;0.0;"SD"
143;145;1.62;0.0;"SD"
145;147;1.41;0.0;"SD"
147;149;1.67;0.0;"SD"
149;151;1.28;0.0;"SD"
151;153;1.69;0.0;"SD"
153;155;1.61;0.0;"SD"
155;157;1.6;0.0;"SD"
157;159;1.42;0.0;"SD"
159;161;1.86;0.0;"SD"
161;163;1.57;0.0;"SD"
163;165;1.51;0.0;"SD"
165;167;1.52;0.0;"SD"
167;169;1.66;0.0;"SD"
169;171;1.47;0.0;"SD"
171;173;1.54;0.0;"SD"
173;175;1.6;0.0;"SD"
175;177;1.42;0.0;"SD"
177;179;1.42;0.0;"SD"
179;181;1.48;0.0;"SD"
181;183;1.43;0.0;"SD"
183;185;1.48;0.0;"SD"
185;187;1.7;0.0;"SD"
187;189;1.64;0.0;"SD"
189;191;1.49;0.0;"SD"
191;193;1.88;0.0;"SD"
193;195;1.31;0.0;"SD"
195;197;1.8;0.0;"SD"
197;199;1.5;0.0;"SD"
199;201;1.66;0.0;"SD"
201;203;1.52;0.0;"SD"
203;205;1.66;0.0;"SD"
205;207;1.98;0.0;"SD"
207;209;1.43;0.0;"SD"
209;211;1.66;0.0;"SD"
211;213;1.47;0.0;"SD"
213;215;1.55;0.0;"SD"
215;217;2.19;0.0;"SD"
217;219;2.19;0.0;"SD"
219;221;1.71;0.0;"SD"
221;223;1.84;0.0;"SD"
223;225;2.22;0.0;"SD"
225;227;1.67;0.0;"SD"
227;229;1.8;0.0;"SD"
229;231;1.66;0.0;"SD"
231;233;1.89;0.0;"SD"
233;235;1.93;0.0;"SD"
235;237;1.78;0.0;"SD"
237;239;1.72;0.0;"SD"
239;241;1.93;0.0;"SD"
241;243;1.32;0.0;"SD"
243;245;2.23;0.0;"SD"
245;247;2.14;0.0;"SD"
247;249;1.95;0.0;"SD"
249;251;1.6;0.0;"SD"
251;253;2.11;0.0;"SD"
253;255;1.81;0.0;"SD"
255;257;1.78;0.0;"SD"
257;259;1.8;0.0;"SD"
259;261;2.08;0.0;"SD"
261;263;1.85;0.0;"SD"
263;265;1.59;0.0;"SD"
265;267;2.09;0.0;"SD"
267;269;1.71;0.0;"SD"
269;271;1.56;0.0;"SD"
271;273;2.06;0.0;"SD"
273;275;2.19;0.0;"SD"
275;277;2.0;0.0;"SD"
277;279;1.58;0.0;"SD"
279;281;1.78;0.0;"SD"
281;283;2.1;0.0;"SD"
283;285;1.88;0.0;"SD"
285;287;2.44;0.0;"SD"
287;520;2.55;0.0;"SD"
520;286;2.73;0.0;"SD"
286;284;1.87;0.0;"SD"
284;282;1.81;0.0;"SD"
282;280;1.95;0.0;"SD"
280;278;1.73;0.0;"SD"
278;276;1.87;0.0;"SD"
276;274;1.53;0.0;"SD"
274;272;2.09;0.0;"SD"
272;270;1.96;0.0;"SD"
270;268;1.54;0.0;"SD"
268;266;1.65;0.0;"SD"
266;264;1.63;0.0;"SD"
264;262;1.53;0.0;"SD"
262;260;1.61;0.0;"SD"
260;258;1.71;0.0;"SD"
258;256;1.84;0.0;"SD"
256;254;1.63;0.0;"SD"
254;252;1.94;0.0;"SD"
252;250;1.63;0.0;"SD"
250;248;1.41;0.0;"SD"
248;246;1.49;0.0;"SD"
246;244;1.67;0.0;"SD"
244;242;1.68;0.0;"SD"
242;242;0.0;0.0;"SD"
242;240;1.34;0.0;"SD"
240;238;1.87;0.0;"SD"
238;236;1.53;0.0;"SD"
236;234;1.7;0.0;"SD"
234;232;1.99;0.0;"SD"
232;230;1.54;0.0;"SD"
230;228;1.2;0.0;"SD"
228;226;1.73;0.0;"SD"
226;224;1.64;0.0;"SD"
224;222;1.65;0.0;"SD"
222;220;1.94;0.0;"SD"
220;218;1.56;0.0;"SD"
218;216;1.89;0.0;"SD"
216;214;1.65;0.0;"SD"
214;212;1.65;0.0;"SD"
212;210;1.63;0.0;"SD"
210;208;2.0;0.0;"SD"
208;206;1.58;0.0;"SD"
206;204;1.57;0.0;"SD"
204;202;1.67;0.0;"SD"
202;200;2.01;0.0;"SD"
200;198;1.64;0.0;"SD"
198;196;1.62;0.0;"SD"
196;194;1.92;0.0;"SD"
194;192;1.42;0.0;"SD"
192;190;1.46;0.0;"SD"
190;188;2.62;0.0;"SD"
188;186;1.94;0.0;"SD"
186;184;1.44;0.0;"SD"
184;182;1.53;0.0;"SD"
182;180;1.7;0.0;"SD"
180;178;2.32;0.0;"SD"
178;176;1.65;0.0;"SD"
176;174;1.75;0.0;"SD"
174;172;1.49;0.0;"SD"
172;170;1.83;0.0;"SD"
170;168;1.37;0.0;"SD"
168;166;1.72;0.0;"SD"
166;164;2.29;0.0;"SD"
164;162;1.72;0.0;"SD"
162;160;1.49;0.0;"SD"
160;521;1.51;0.0;"SD"
521;156;2.19;0.0;"SD"
156;154;2.33;0.0;"SD"
154;152;1.66;0.0;"SD"
152;150;1.52;0.0;"SD"
150;148;1.99;0.0;"SD"
148;146;1.82;0.0;"SD"
146;144;1.77;0.0;"SD"
144;142;1.68;0.0;"SD"
142;140;1.51;0.0;"SD"
140;138;2.18;0.0;"SD"
138;136;2.06;0.0;"SD"
136;134;1.67;0.0;"SD"
134;132;1.5;0.0;"SD"
132;130;1.44;0.0;"SD"
378;522;12.84;0.0;"SD"
522;379;8.91;0.0;"SD"
12;10;6.27;0.0;"SD"
130;128;2.22;0.0;"SD"
128;126;1.9;0.0;"SD"
126;124;1.64;0.0;"SD"
124;122;1.67;0.0;"SD"
122;120;1.57;0.0;"SD"
120;118;1.93;0.0;"SD"
118;116;1.82;0.0;"SD"
116;114;1.69;0.0;"SD"
114;112;1.76;0.0;"SD"
112;110;2.17;0.0;"SD"
110;108;1.7;0.0;"SD"
108;106;2.03;0.0;"SD"
106;104;1.95;0.0;"SD"
104;102;1.97;0.0;"SD"
102;100;1.77;0.0;"SD"
100;98;1.61;0.0;"SD"
98;96;1.52;0.0;"SD"
96;94;2.64;0.0;"SD"
94;92;1.74;0.0;"SD"
92;90;1.94;0.0;"SD"
90;88;2.03;0.0;"SD"
88;86;2.31;0.0;"SD"
86;84;1.98;0.0;"SD"
84;82;1.84;0.0;"SD"
82;80;2.09;0.0;"SD"
80;78;2.67;0.0;"SD"
78;76;1.62;0.0;"SD"
76;74;2.09;0.0;"SD"
74;72;2.14;0.0;"SD"
72;70;2.18;0.0;"SD"
70;68;1.6;0.0;"SD"
68;66;2.34;0.0;"SD"
66;64;1.78;0.0;"SD"
64;62;3.53;0.0;"SD"
62;60;2.32;0.0;"SD"
60;58;1.94;0.0;"SD"
58;56;1.9;0.0;"SD"
56;54;2.21;0.0;"SD"
54;52;2.43;0.0;"SD"
52;50;1.64;0.0;"SD"
50;48;2.88;0.0;"SD"
48;46;2.7;0.0;"SD"
46;44;2.12;0.0;"SD"
44;42;3.17;0.0;"SD"
42;40;2.61;0.0;"SD"
40;38;2.78;0.0;"SD"
38;36;3.19;0.0;"SD"
36;34;2.23;0.0;"SD"
34;32;3.57;0.0;"SD"
32;30;3.81;0.0;"SD"
30;28;4.83;0.0;"SD"
28;26;3.43;0.0;"SD"
26;24;4.28;0.0;"SD"
24;22;5.74;0.0;"SD"
22;20;5.82;0.0;"SD"
20;18;5.11;0.0;"SD"
18;16;8.67;0.0;"SD"
16;14;5.52;0.0;"SD"
14;12;5.81;0.0;"SD"
10;8;4.71;0.0;"SD"
8;6;4.83;0.0;"SD"
6;4;4.96;0.0;"SD"
4;2;4.64;0.0;"SD"
2;421;5.5;0.0;"SD"
421;506;7.32;0.0;"SD"
506;504;8.42;0.0;"SD"
504;502;14.64;0.0;"SD"
502;500;15.38;0.0;"SD"
500;498;11.29;0.0;"SD"
498;496;13.2;0.0;"SD"
496;495;10.41;0.0;"SD"
495;512;27.15;0.0;"SD"
512;510;21.27;0.0;"SD"
510;508;13.7;0.0;"SD"
508;516;17.74;0.0;"SD"
516;514;26.47;0.0;"SD"
514;519;19.82;0.0;"SD"
519;493;43.87;0.0;"SD"
493;491;84.34;0.0;"SD"
491;489;17.72;0.0;"SD"
489;487;30.6;0.0;"SD"
487;485;22.03;0.0;"SD"
485;483;9.46;0.0;"SD"
483;481;10.42;0.0;"SD"
481;479;12.08;0.0;"SD"
479;477;13.92;0.0;"SD"
477;475;4.16;0.0;"SD"
379;377;29.83;0.0;"SD"
