vi;vj;comprimento;demanda;tipo
95;93;1.19;0.0;"SD"
93;91;1.73;0.0;"SD"
91;89;1.54;0.0;"SD"
89;87;1.31;0.0;"SD"
87;85;2.11;0.0;"SD"
85;83;1.63;0.0;"SD"
83;81;1.02;0.0;"SD"
81;79;1.53;0.0;"SD"
79;77;1.59;0.0;"SD"
77;75;1.66;0.0;"SD"
75;73;1.59;0.0;"SD"
73;71;1.67;0.0;"SD"
71;69;1.27;0.0;"SD"
69;67;1.93;0.0;"SD"
67;65;1.64;0.0;"SD"
65;63;1.78;0.0;"SD"
63;61;1.67;0.0;"SD"
61;59;0.95;0.0;"SD"
59;340;1.61;0.0;"SD"
340;338;1.63;0.0;"SD"
338;336;1.29;0.0;"SD"
336;334;1.51;0.0;"SD"
334;332;1.65;0.0;"SD"
332;330;1.27;0.0;"SD"
330;328;1.87;0.0;"SD"
328;326;1.54;0.0;"SD"
326;324;1.7;0.0;"SD"
324;322;1.58;0.0;"SD"
322;320;1.58;0.0;"SD"
320;318;1.52;0.0;"SD"
318;316;1.43;0.0;"SD"
316;314;1.73;0.0;"SD"
314;312;1.5;0.0;"SD"
312;310;1.22;0.0;"SD"
310;308;1.68;0.0;"SD"
308;306;1.52;0.0;"SD"
306;304;1.72;0.0;"SD"
304;302;1.53;0.0;"SD"
302;300;1.76;0.0;"SD"
300;298;1.55;0.0;"SD"
298;296;1.11;0.0;"SD"
296;294;1.77;0.0;"SD"
294;292;1.68;0.0;"SD"
292;290;1.45;0.0;"SD"
290;288;1.5;0.0;"SD"
288;286;1.45;0.0;"SD"
286;284;1.5;0.0;"SD"
284;282;1.16;0.0;"SD"
282;280;1.69;0.0;"SD"
280;278;1.44;0.0;"SD"
278;276;1.77;0.0;"SD"
276;274;1.61;0.0;"SD"
274;272;1.5;0.0;"SD"
272;270;1.34;0.0;"SD"
270;268;1.35;0.0;"SD"
268;266;1.73;0.0;"SD"
266;264;1.49;0.0;"SD"
264;262;1.61;0.0;"SD"
262;260;1.67;0.0;"SD"
260;258;1.48;0.0;"SD"
258;256;1.37;0.0;"SD"
256;254;1.29;0.0;"SD"
254;252;1.69;0.0;"SD"
252;250;1.46;0.0;"SD"
250;248;1.61;0.0;"SD"
248;246;2.04;0.0;"SD"
246;244;1.89;0.0;"SD"
244;242;1.76;0.0;"SD"
242;240;1.33;0.0;"SD"
240;238;1.69;0.0;"SD"
238;236;1.95;0.0;"SD"
236;234;1.78;0.0;"SD"
234;226;2.41;0.0;"SD"
226;232;1.32;0.0;"SD"
232;230;2.14;0.0;"SD"
230;228;1.84;0.0;"SD"
228;210;2.7;0.0;"SD"
13;10;8.05;0.0;"SD"
10;9;6.93;0.0;"SD"
9;6;4.84;0.0;"SD"
6;5;4.7;0.0;"SD"
5;2;6.52;0.0;"SD"
2;1;5.15;0.0;"SD"
1;224;2.18;0.0;"SD"
224;222;4.26;0.0;"SD"
222;220;5.13;0.0;"SD"
220;218;5.03;0.0;"SD"
218;216;5.69;0.0;"SD"
216;214;3.67;0.0;"SD"
214;212;6.61;0.0;"SD"
212;342;3.18;0.0;"SD"
341;211;5.74;0.0;"SD"
211;213;8.47;0.0;"SD"
213;215;11.93;0.0;"SD"
215;217;1.86;0.0;"SD"
217;219;1.53;0.0;"SD"
219;221;1.4;0.0;"SD"
221;223;1.25;0.0;"SD"
223;669;1.69;0.0;"SD"
669;3;1.49;0.0;"SD"
3;4;1.66;0.0;"SD"
4;7;1.52;0.0;"SD"
7;8;1.49;0.0;"SD"
8;11;1.49;0.0;"SD"
11;12;1.71;0.0;"SD"
12;227;1.3;0.0;"SD"
227;229;1.89;0.0;"SD"
229;231;1.34;0.0;"SD"
231;225;1.59;0.0;"SD"
225;233;1.49;0.0;"SD"
233;235;1.54;0.0;"SD"
235;237;2.07;0.0;"SD"
237;239;1.78;0.0;"SD"
239;241;1.46;0.0;"SD"
241;243;1.57;0.0;"SD"
243;245;1.68;0.0;"SD"
245;247;1.65;0.0;"SD"
247;249;1.51;0.0;"SD"
249;251;2.36;0.0;"SD"
251;253;1.61;0.0;"SD"
253;255;1.87;0.0;"SD"
255;257;1.44;0.0;"SD"
257;259;1.8;0.0;"SD"
259;261;1.47;0.0;"SD"
261;263;1.55;0.0;"SD"
263;265;1.39;0.0;"SD"
265;267;1.33;0.0;"SD"
267;269;1.58;0.0;"SD"
269;271;1.58;0.0;"SD"
271;273;1.77;0.0;"SD"
273;275;1.45;0.0;"SD"
275;277;1.55;0.0;"SD"
277;279;1.59;0.0;"SD"
279;281;1.48;0.0;"SD"
281;283;1.39;0.0;"SD"
283;285;1.72;0.0;"SD"
285;287;1.4;0.0;"SD"
287;289;1.64;0.0;"SD"
289;291;1.45;0.0;"SD"
291;293;1.53;0.0;"SD"
293;295;1.55;0.0;"SD"
295;297;1.51;0.0;"SD"
297;299;1.48;0.0;"SD"
299;301;1.63;0.0;"SD"
301;303;1.59;0.0;"SD"
303;305;1.61;0.0;"SD"
305;307;1.74;0.0;"SD"
307;309;1.32;0.0;"SD"
309;311;1.53;0.0;"SD"
311;313;1.65;0.0;"SD"
313;315;1.62;0.0;"SD"
315;317;1.37;0.0;"SD"
317;319;1.47;0.0;"SD"
319;321;1.51;0.0;"SD"
321;323;1.9;0.0;"SD"
323;325;1.77;0.0;"SD"
325;327;1.53;0.0;"SD"
327;329;1.45;0.0;"SD"
329;331;1.49;0.0;"SD"
331;333;2.01;0.0;"SD"
333;335;1.94;0.0;"SD"
335;337;1.76;0.0;"SD"
337;339;1.36;0.0;"SD"
339;58;1.62;0.0;"SD"
58;60;1.36;0.0;"SD"
60;62;1.51;0.0;"SD"
62;64;1.58;0.0;"SD"
64;66;1.43;0.0;"SD"
66;68;1.48;0.0;"SD"
68;70;1.87;0.0;"SD"
70;72;1.47;0.0;"SD"
72;74;1.52;0.0;"SD"
74;76;1.49;0.0;"SD"
76;78;1.65;0.0;"SD"
78;80;1.7;0.0;"SD"
80;82;1.78;0.0;"SD"
82;84;2.07;0.0;"SD"
84;86;1.65;0.0;"SD"
86;88;2.19;0.0;"SD"
88;90;1.81;0.0;"SD"
90;92;1.35;0.0;"SD"
92;94;1.17;0.0;"SD"
94;40;1.85;0.0;"SD"
40;42;1.39;0.0;"SD"
42;44;1.67;0.0;"SD"
44;46;1.56;0.0;"SD"
46;48;1.54;0.0;"SD"
48;50;1.65;0.0;"SD"
50;52;1.59;0.0;"SD"
52;54;1.55;0.0;"SD"
54;56;1.55;0.0;"SD"
56;20;1.68;0.0;"SD"
20;22;1.53;0.0;"SD"
22;24;1.23;0.0;"SD"
24;15;1.73;0.0;"SD"
15;19;1.44;0.0;"SD"
19;17;1.66;0.0;"SD"
17;39;1.32;0.0;"SD"
39;37;1.75;0.0;"SD"
37;35;1.7;0.0;"SD"
35;343;1.34;0.0;"SD"
343;33;72.62;0.0;"SD"
33;31;11.97;0.0;"SD"
31;29;10.68;0.0;"SD"
29;27;6.06;0.0;"SD"
27;209;4.86;0.0;"SD"
209;207;4.7;0.0;"SD"
207;205;4.36;0.0;"SD"
205;203;5.55;0.0;"SD"
203;201;2.75;0.0;"SD"
201;199;4.11;0.0;"SD"
199;197;3.55;0.0;"SD"
197;195;4.33;0.0;"SD"
195;193;3.5;0.0;"SD"
193;191;2.93;0.0;"SD"
191;189;3.7;0.0;"SD"
189;187;3.9;0.0;"SD"
187;185;2.81;0.0;"SD"
185;183;3.46;0.0;"SD"
183;181;3.57;0.0;"SD"
181;179;2.88;0.0;"SD"
179;177;3.16;0.0;"SD"
177;175;4.08;0.0;"SD"
175;173;1.65;0.0;"SD"
173;171;2.35;0.0;"SD"
171;169;2.66;0.0;"SD"
169;167;3.91;0.0;"SD"
167;165;2.26;0.0;"SD"
165;163;3.18;0.0;"SD"
163;161;2.88;0.0;"SD"
161;159;2.72;0.0;"SD"
159;157;2.85;0.0;"SD"
157;155;3.75;0.0;"SD"
155;153;2.31;0.0;"SD"
153;151;2.48;0.0;"SD"
151;149;2.38;0.0;"SD"
149;147;2.77;0.0;"SD"
147;145;2.19;0.0;"SD"
145;143;2.95;0.0;"SD"
143;141;1.8;0.0;"SD"
141;139;3.49;0.0;"SD"
139;137;2.18;0.0;"SD"
137;135;2.75;0.0;"SD"
135;133;3.62;0.0;"SD"
133;131;2.04;0.0;"SD"
131;129;2.88;0.0;"SD"
129;127;3.24;0.0;"SD"
127;125;2.1;0.0;"SD"
125;123;3.54;0.0;"SD"
123;121;2.48;0.0;"SD"
121;119;3.28;0.0;"SD"
119;117;2.44;0.0;"SD"
117;115;2.68;0.0;"SD"
115;113;3.52;0.0;"SD"
113;111;2.47;0.0;"SD"
111;109;3.25;0.0;"SD"
109;107;3.4;0.0;"SD"
107;105;2.5;0.0;"SD"
105;103;2.59;0.0;"SD"
103;101;3.66;0.0;"SD"
101;99;4.03;0.0;"SD"
99;97;3.96;0.0;"SD"
344;345;15.34;0.0;"SD"
346;347;21.11;15.8325;"CD"
348;349;30.14;22.605;"CD"
350;351;39.92;29.94;"CD"
352;353;326.56;244.92000000000002;"CD"
354;355;335.11;251.3325;"CD"
356;357;341.78;256.335;"CD"
358;359;312.86;234.645;"CD"
360;361;318.96;239.21999999999997;"CD"
362;363;228.56;171.42000000000002;"CD"
364;365;233.29;174.9675;"CD"
366;367;237.98;178.48499999999999;"CD"
368;369;242.84;182.13;"CD"
370;371;247.41;185.5575;"CD"
372;373;252.05;189.03750000000002;"CD"
374;375;256.62;192.465;"CD"
376;377;261.22;195.91500000000002;"CD"
378;379;266.82;200.115;"CD"
380;381;272.28;204.20999999999998;"CD"
382;383;277.35;208.01250000000002;"CD"
384;385;284.64;213.48;"CD"
386;387;289.91;217.4325;"CD"
388;389;298.66;223.995;"CD"
390;391;304.73;228.5475;"CD"
392;393;401.69;301.2675;"CD"
394;395;376.83;282.6225;"CD"
396;397;384.01;288.0075;"CD"
398;399;390.13;292.59749999999997;"CD"
400;401;397.19;297.8925;"CD"
402;403;369.68;277.26;"CD"
404;405;361.9;271.42499999999995;"CD"
406;407;357.98;268.485;"CD"
408;409;349.52;262.14;"CD"
410;411;9.0;0.0;"SD"
412;413;11.59;8.692499999999999;"CD"
414;415;14.0;10.5;"CD"
416;417;16.96;12.72;"CD"
418;419;18.89;14.1675;"CD"
420;421;21.28;15.96;"CD"
422;423;23.59;17.6925;"CD"
424;425;26.03;19.5225;"CD"
426;427;28.34;21.255;"CD"
428;429;31.21;23.4075;"CD"
430;431;32.92;24.69;"CD"
432;433;35.65;26.737499999999997;"CD"
434;435;40.47;30.3525;"CD"
436;437;43.41;32.5575;"CD"
438;439;48.99;36.7425;"CD"
440;441;53.55;40.162499999999994;"CD"
442;443;58.86;44.144999999999996;"CD"
444;445;64.77;48.5775;"CD"
446;447;70.48;52.86;"CD"
448;449;78.79;59.0925;"CD"
450;451;85.91;64.4325;"CD"
452;453;93.46;70.095;"CD"
454;455;100.9;75.67500000000001;"CD"
456;457;107.77;80.8275;"CD"
458;459;116.48;87.36;"CD"
460;461;122.65;91.98750000000001;"CD"
462;463;131.32;98.49;"CD"
464;465;148.55;111.41250000000001;"CD"
466;467;157.77;118.32750000000001;"CD"
468;469;165.57;124.1775;"CD"
470;471;172.18;129.135;"CD"
472;473;177.16;132.87;"CD"
474;475;184.43;138.3225;"CD"
476;477;189.01;141.7575;"CD"
478;479;196.3;147.22500000000002;"CD"
480;481;201.01;150.7575;"CD"
482;483;207.05;155.28750000000002;"CD"
484;485;211.41;158.5575;"CD"
486;487;216.01;162.0075;"CD"
488;489;220.55;165.41250000000002;"CD"
490;491;225.04;168.78;"CD"
492;493;497.3;372.975;"CD"
494;495;500.09;375.0675;"CD"
496;497;502.24;376.68;"CD"
498;499;502.22;376.665;"CD"
500;501;500.12;375.09000000000003;"CD"
502;503;501.36;376.02;"CD"
504;505;499.7;374.775;"CD"
506;507;497.01;372.7575;"CD"
508;509;494.7;371.025;"CD"
510;511;492.24;369.18;"CD"
512;513;490.26;367.695;"CD"
514;515;488.3;366.225;"CD"
516;517;485.45;364.0875;"CD"
518;519;483.12;362.34000000000003;"CD"
520;521;480.99;360.7425;"CD"
522;523;478.73;359.0475;"CD"
524;525;476.35;357.26250000000005;"CD"
526;527;473.56;355.17;"CD"
528;529;471.69;353.7675;"CD"
530;531;469.42;352.065;"CD"
532;533;466.74;350.055;"CD"
534;535;464.62;348.46500000000003;"CD"
536;537;462.49;346.8675;"CD"
538;539;460.78;345.585;"CD"
540;541;459.2;344.4;"CD"
542;543;456.8;342.6;"CD"
544;545;455.59;341.6925;"CD"
546;547;452.65;339.48749999999995;"CD"
548;549;449.47;337.1025;"CD"
550;551;448.31;336.2325;"CD"
552;553;445.3;333.975;"CD"
554;555;443.41;332.5575;"CD"
556;557;441.57;331.1775;"CD"
558;559;438.97;329.2275;"CD"
560;561;437.18;327.885;"CD"
562;563;433.13;324.84749999999997;"CD"
564;565;430.41;322.8075;"CD"
566;567;427.52;320.64;"CD"
568;569;423.6;317.70000000000005;"CD"
570;571;419.93;314.9475;"CD"
572;573;415.73;311.7975;"CD"
574;575;411.43;308.5725;"CD"
576;577;406.47;304.8525;"CD"
578;579;24.4;0.0;"SD"
580;581;36.22;27.165;"CD"
582;583;43.82;32.865;"CD"
584;585;53.71;40.2825;"CD"
586;587;62.16;46.62;"CD"
588;589;69.0;51.75;"CD"
590;591;76.98;57.735;"CD"
592;593;85.7;64.275;"CD"
594;595;93.44;70.08;"CD"
596;597;99.99;74.99249999999999;"CD"
598;599;109.62;82.215;"CD"
600;601;116.33;87.2475;"CD"
602;603;123.98;92.985;"CD"
604;605;131.85;98.88749999999999;"CD"
606;607;142.23;106.67249999999999;"CD"
608;609;154.58;115.935;"CD"
610;611;168.01;126.0075;"CD"
612;613;181.81;136.35750000000002;"CD"
614;615;194.7;146.02499999999998;"CD"
616;617;209.3;156.97500000000002;"CD"
618;619;225.67;169.2525;"CD"
620;621;242.08;181.56;"CD"
622;623;257.61;193.2075;"CD"
624;625;275.65;206.73749999999998;"CD"
626;627;308.3;231.22500000000002;"CD"
628;629;417.84;313.38;"CD"
630;631;435.32;326.49;"CD"
632;633;457.7;343.275;"CD"
634;635;463.36;347.52;"CD"
636;637;469.76;352.32;"CD"
638;639;472.75;354.5625;"CD"
640;641;476.09;357.0675;"CD"
642;643;481.66;361.245;"CD"
644;645;482.97;362.2275;"CD"
646;647;484.77;363.5775;"CD"
648;649;484.17;363.1275;"CD"
650;651;484.02;363.015;"CD"
652;653;485.05;363.7875;"CD"
654;655;487.78;365.835;"CD"
656;657;488.69;366.5175;"CD"
658;659;489.0;366.75;"CD"
660;661;491.64;368.73;"CD"
662;663;491.67;368.7525;"CD"
664;665;493.9;370.42499999999995;"CD"
666;667;495.05;371.2875;"CD"
410;412;2.48;0.0;"SD"
412;414;3.23;0.0;"SD"
414;416;3.02;0.0;"SD"
416;418;2.5;0.0;"SD"
418;420;3.09;0.0;"SD"
420;422;2.57;0.0;"SD"
422;424;2.56;0.0;"SD"
424;426;3.39;0.0;"SD"
426;428;2.97;0.0;"SD"
428;430;2.69;0.0;"SD"
430;432;3.0;0.0;"SD"
432;434;4.79;0.0;"SD"
434;436;3.83;0.0;"SD"
436;438;5.81;0.0;"SD"
438;440;5.3;0.0;"SD"
440;442;4.98;0.0;"SD"
442;444;6.71;0.0;"SD"
444;446;5.44;0.0;"SD"
446;448;8.44;0.0;"SD"
448;450;7.79;0.0;"SD"
450;452;7.61;0.0;"SD"
452;454;6.96;0.0;"SD"
454;456;6.94;0.0;"SD"
456;458;8.47;0.0;"SD"
458;460;5.67;0.0;"SD"
460;462;8.51;0.0;"SD"
462;464;16.47;0.0;"SD"
464;466;8.21;0.0;"SD"
466;468;7.25;0.0;"SD"
468;470;6.44;0.0;"SD"
470;472;4.16;0.0;"SD"
472;474;6.51;0.0;"SD"
474;476;3.58;0.0;"SD"
476;478;6.13;0.0;"SD"
478;480;3.81;0.0;"SD"
480;482;4.82;0.0;"SD"
482;484;3.98;0.0;"SD"
484;486;3.54;0.0;"SD"
486;488;3.75;0.0;"SD"
488;490;3.13;0.0;"SD"
490;362;2.9;0.0;"SD"
362;364;3.06;0.0;"SD"
364;366;3.17;0.0;"SD"
366;368;3.04;0.0;"SD"
368;370;3.07;0.0;"SD"
370;372;2.75;0.0;"SD"
372;374;2.53;0.0;"SD"
374;376;2.68;0.0;"SD"
376;378;2.67;0.0;"SD"
378;380;3.36;0.0;"SD"
380;382;2.55;0.0;"SD"
382;384;2.99;0.0;"SD"
384;386;2.03;0.0;"SD"
386;388;2.92;0.0;"SD"
388;390;2.07;0.0;"SD"
390;358;3.31;0.0;"SD"
358;360;1.94;0.0;"SD"
360;352;2.68;0.0;"SD"
352;354;3.09;0.0;"SD"
354;356;1.96;0.0;"SD"
356;409;2.57;0.0;"SD"
409;407;2.66;0.0;"SD"
407;405;1.57;0.0;"SD"
405;403;2.46;0.0;"SD"
403;394;2.39;0.0;"SD"
394;396;2.78;0.0;"SD"
396;398;1.84;0.0;"SD"
398;400;2.96;0.0;"SD"
400;392;1.75;0.0;"SD"
392;577;1.94;0.0;"SD"
577;575;2.7;0.0;"SD"
575;573;2.28;0.0;"SD"
573;571;2.39;0.0;"SD"
571;569;1.92;0.0;"SD"
569;567;2.03;0.0;"SD"
567;565;2.03;0.0;"SD"
565;563;2.06;0.0;"SD"
563;561;2.65;0.0;"SD"
561;559;2.22;0.0;"SD"
559;557;2.65;0.0;"SD"
557;555;1.88;0.0;"SD"
555;553;2.22;0.0;"SD"
553;551;2.29;0.0;"SD"
551;549;2.37;0.0;"SD"
549;547;2.34;0.0;"SD"
547;545;2.71;0.0;"SD"
545;543;1.61;0.0;"SD"
543;541;2.17;0.0;"SD"
541;539;1.87;0.0;"SD"
539;537;2.28;0.0;"SD"
537;535;2.47;0.0;"SD"
535;533;1.88;0.0;"SD"
533;531;2.31;0.0;"SD"
531;529;2.23;0.0;"SD"
529;527;1.98;0.0;"SD"
527;525;2.3;0.0;"SD"
525;523;1.74;0.0;"SD"
523;521;2.55;0.0;"SD"
521;519;2.05;0.0;"SD"
519;517;2.44;0.0;"SD"
517;515;2.5;0.0;"SD"
515;513;1.87;0.0;"SD"
513;511;1.88;0.0;"SD"
511;509;2.52;0.0;"SD"
509;507;1.86;0.0;"SD"
507;505;2.29;0.0;"SD"
505;503;1.68;0.0;"SD"
503;501;2.09;0.0;"SD"
501;499;2.2;0.0;"SD"
499;497;2.53;0.0;"SD"
497;495;1.98;0.0;"SD"
495;493;2.14;0.0;"SD"
493;667;1.88;0.0;"SD"
667;665;2.13;0.0;"SD"
665;663;1.88;0.0;"SD"
663;661;2.51;0.0;"SD"
661;659;1.64;0.0;"SD"
659;657;2.83;0.0;"SD"
