vi;vj;comprimento;demanda;tipo
532;530;2.45;0.0;"SD"
530;528;2.29;0.0;"SD"
528;526;2.15;0.0;"SD"
526;524;2.5;0.0;"SD"
524;522;3.05;0.0;"SD"
522;520;2.03;0.0;"SD"
520;518;2.75;0.0;"SD"
518;516;2.42;0.0;"SD"
516;514;2.4;0.0;"SD"
514;512;2.16;0.0;"SD"
512;510;2.49;0.0;"SD"
510;508;2.7;0.0;"SD"
508;506;2.78;0.0;"SD"
506;504;2.67;0.0;"SD"
504;502;2.15;0.0;"SD"
502;500;3.33;0.0;"SD"
500;498;3.47;0.0;"SD"
498;496;1.72;0.0;"SD"
496;494;2.82;0.0;"SD"
494;492;2.5;0.0;"SD"
492;490;2.37;0.0;"SD"
490;488;2.66;0.0;"SD"
488;486;3.21;0.0;"SD"
486;484;2.77;0.0;"SD"
484;482;3.15;0.0;"SD"
482;480;2.04;0.0;"SD"
480;478;3.4;0.0;"SD"
478;476;2.49;0.0;"SD"
476;474;2.67;0.0;"SD"
474;472;2.65;0.0;"SD"
472;470;3.59;0.0;"SD"
470;468;3.02;0.0;"SD"
468;466;3.2;0.0;"SD"
466;464;4.26;0.0;"SD"
464;462;3.41;0.0;"SD"
462;460;4.06;0.0;"SD"
460;458;3.19;0.0;"SD"
458;456;2.93;0.0;"SD"
456;454;3.48;0.0;"SD"
454;452;3.85;0.0;"SD"
452;450;3.42;0.0;"SD"
450;448;3.22;0.0;"SD"
448;446;5.17;0.0;"SD"
446;444;3.36;0.0;"SD"
444;442;4.13;0.0;"SD"
442;440;4.67;0.0;"SD"
440;438;3.45;0.0;"SD"
438;436;3.18;0.0;"SD"
436;434;5.09;0.0;"SD"
434;432;4.17;0.0;"SD"
432;430;3.23;0.0;"SD"
431;433;1.94;0.0;"SD"
433;435;1.56;0.0;"SD"
435;437;1.7;0.0;"SD"
437;439;1.47;0.0;"SD"
439;441;2.05;0.0;"SD"
441;443;1.49;0.0;"SD"
443;445;1.45;0.0;"SD"
445;447;1.61;0.0;"SD"
447;449;1.57;0.0;"SD"
449;451;1.74;0.0;"SD"
451;453;1.32;0.0;"SD"
453;455;1.61;0.0;"SD"
455;457;1.7;0.0;"SD"
457;459;1.54;0.0;"SD"
459;461;1.67;0.0;"SD"
461;463;1.63;0.0;"SD"
463;465;1.68;0.0;"SD"
465;467;1.62;0.0;"SD"
467;469;1.27;0.0;"SD"
469;471;1.72;0.0;"SD"
471;473;1.55;0.0;"SD"
473;475;1.47;0.0;"SD"
475;477;1.44;0.0;"SD"
477;479;1.61;0.0;"SD"
479;481;1.48;0.0;"SD"
481;483;1.66;0.0;"SD"
483;485;1.39;0.0;"SD"
485;487;1.42;0.0;"SD"
487;489;1.86;0.0;"SD"
489;491;1.42;0.0;"SD"
491;493;1.41;0.0;"SD"
493;495;1.54;0.0;"SD"
495;497;1.87;0.0;"SD"
497;499;1.94;0.0;"SD"
499;501;1.46;0.0;"SD"
501;503;1.82;0.0;"SD"
503;505;1.44;0.0;"SD"
505;507;1.82;0.0;"SD"
507;509;1.9;0.0;"SD"
509;511;1.36;0.0;"SD"
511;513;1.63;0.0;"SD"
513;515;1.42;0.0;"SD"
515;517;1.63;0.0;"SD"
517;519;1.34;0.0;"SD"
519;521;1.54;0.0;"SD"
521;523;1.35;0.0;"SD"
523;525;1.52;0.0;"SD"
525;527;1.87;0.0;"SD"
527;529;1.65;0.0;"SD"
529;531;1.32;0.0;"SD"
531;533;1.55;0.0;"SD"
533;535;1.5;0.0;"SD"
535;537;1.51;0.0;"SD"
537;539;1.82;0.0;"SD"
539;541;1.73;0.0;"SD"
541;543;1.92;0.0;"SD"
543;545;1.56;0.0;"SD"
545;547;1.01;0.0;"SD"
547;549;1.56;0.0;"SD"
549;551;1.59;0.0;"SD"
551;553;1.75;0.0;"SD"
553;555;0.98;0.0;"SD"
555;557;2.05;0.0;"SD"
557;559;1.69;0.0;"SD"
559;561;1.25;0.0;"SD"
561;563;1.72;0.0;"SD"
563;565;1.42;0.0;"SD"
565;567;1.7;0.0;"SD"
567;569;1.53;0.0;"SD"
569;571;1.46;0.0;"SD"
571;573;1.5;0.0;"SD"
573;575;1.65;0.0;"SD"
575;577;1.62;0.0;"SD"
577;579;1.54;0.0;"SD"
579;581;1.33;0.0;"SD"
581;583;1.22;0.0;"SD"
583;585;2.17;0.0;"SD"
585;587;1.54;0.0;"SD"
587;589;1.4;0.0;"SD"
589;591;1.53;0.0;"SD"
591;593;1.44;0.0;"SD"
593;595;1.57;0.0;"SD"
595;597;1.51;0.0;"SD"
597;599;1.32;0.0;"SD"
599;601;1.71;0.0;"SD"
601;603;1.44;0.0;"SD"
603;605;2.01;0.0;"SD"
605;607;1.48;0.0;"SD"
607;609;1.42;0.0;"SD"
609;611;1.62;0.0;"SD"
611;613;1.24;0.0;"SD"
613;615;1.69;0.0;"SD"
615;617;1.81;0.0;"SD"
617;619;1.47;0.0;"SD"
619;621;1.24;0.0;"SD"
621;623;1.62;0.0;"SD"
623;625;1.53;0.0;"SD"
625;627;1.36;0.0;"SD"
627;629;1.75;0.0;"SD"
629;631;1.26;0.0;"SD"
631;633;1.84;0.0;"SD"
633;635;1.68;0.0;"SD"
635;637;1.46;0.0;"SD"
637;639;1.38;0.0;"SD"
639;641;2.06;0.0;"SD"
641;643;1.56;0.0;"SD"
643;335;1.22;0.0;"SD"
335;337;1.49;0.0;"SD"
337;339;1.58;0.0;"SD"
339;341;1.71;0.0;"SD"
341;343;1.57;0.0;"SD"
343;345;1.31;0.0;"SD"
345;347;1.93;0.0;"SD"
347;349;1.37;0.0;"SD"
349;351;1.35;0.0;"SD"
351;353;1.44;0.0;"SD"
353;355;1.55;0.0;"SD"
355;357;1.7;0.0;"SD"
357;359;1.65;0.0;"SD"
359;361;1.33;0.0;"SD"
361;363;1.71;0.0;"SD"
363;365;1.31;0.0;"SD"
365;367;1.49;0.0;"SD"
367;369;1.44;0.0;"SD"
369;371;1.15;0.0;"SD"
371;373;1.54;0.0;"SD"
373;375;1.62;0.0;"SD"
375;377;1.78;0.0;"SD"
377;379;1.44;0.0;"SD"
379;381;1.44;0.0;"SD"
381;383;1.71;0.0;"SD"
383;385;1.49;0.0;"SD"
385;387;1.7;0.0;"SD"
387;389;1.52;0.0;"SD"
389;391;1.31;0.0;"SD"
391;393;1.64;0.0;"SD"
393;395;1.77;0.0;"SD"
395;397;1.37;0.0;"SD"
397;399;1.39;0.0;"SD"
399;401;1.84;0.0;"SD"
401;403;1.54;0.0;"SD"
403;405;1.57;0.0;"SD"
405;407;1.23;0.0;"SD"
407;409;1.51;0.0;"SD"
409;411;1.74;0.0;"SD"
411;413;1.38;0.0;"SD"
413;415;1.73;0.0;"SD"
415;417;1.85;0.0;"SD"
417;419;1.22;0.0;"SD"
419;421;1.73;0.0;"SD"
421;423;1.66;0.0;"SD"
423;425;1.51;0.0;"SD"
425;427;1.63;0.0;"SD"
427;429;1.48;0.0;"SD"
429;267;1.39;0.0;"SD"
267;268;1.46;0.0;"SD"
268;264;1.46;0.0;"SD"
264;282;1.96;0.0;"SD"
282;280;1.68;0.0;"SD"
280;278;1.2;0.0;"SD"
278;276;1.76;0.0;"SD"
276;274;1.46;0.0;"SD"
274;272;1.84;0.0;"SD"
272;270;1.54;0.0;"SD"
270;285;1.28;0.0;"SD"
285;287;1.63;0.0;"SD"
287;289;1.8;0.0;"SD"
289;291;1.85;0.0;"SD"
291;293;1.11;0.0;"SD"
293;295;1.45;0.0;"SD"
295;297;1.9;0.0;"SD"
297;299;1.55;0.0;"SD"
299;301;1.49;0.0;"SD"
301;303;1.66;0.0;"SD"
303;305;1.81;0.0;"SD"
305;307;1.37;0.0;"SD"
307;309;1.77;0.0;"SD"
309;311;1.36;0.0;"SD"
311;313;1.46;0.0;"SD"
313;315;1.45;0.0;"SD"
315;317;1.81;0.0;"SD"
317;319;1.58;0.0;"SD"
319;321;1.74;0.0;"SD"
321;323;1.44;0.0;"SD"
323;325;1.81;0.0;"SD"
325;327;1.27;0.0;"SD"
327;329;1.83;0.0;"SD"
329;331;1.8;0.0;"SD"
331;333;1.33;0.0;"SD"
333;19;1.54;0.0;"SD"
19;21;1.58;0.0;"SD"
21;23;1.43;0.0;"SD"
23;25;1.55;0.0;"SD"
25;27;1.65;0.0;"SD"
27;29;1.65;0.0;"SD"
29;31;1.75;0.0;"SD"
31;9;1.77;0.0;"SD"
9;11;1.48;0.0;"SD"
11;13;1.54;0.0;"SD"
13;15;1.67;0.0;"SD"
15;17;1.82;0.0;"SD"
17;5;2.07;0.0;"SD"
5;7;1.6;0.0;"SD"
7;3;1.71;0.0;"SD"
3;1;1.76;0.0;"SD"
1;262;1.77;0.0;"SD"
262;260;1.77;0.0;"SD"
260;258;1.55;0.0;"SD"
258;256;1.74;0.0;"SD"
256;254;1.88;0.0;"SD"
254;252;1.43;0.0;"SD"
252;250;1.48;0.0;"SD"
250;248;1.78;0.0;"SD"
248;246;1.61;0.0;"SD"
246;244;1.26;0.0;"SD"
244;242;1.92;0.0;"SD"
242;240;1.97;0.0;"SD"
240;238;2.15;0.0;"SD"
238;236;1.63;0.0;"SD"
236;234;1.22;0.0;"SD"
234;232;1.49;0.0;"SD"
232;230;1.6;0.0;"SD"
230;228;1.45;0.0;"SD"
228;226;1.6;0.0;"SD"
226;224;1.92;0.0;"SD"
224;222;1.2;0.0;"SD"
222;220;1.55;0.0;"SD"
220;218;1.56;0.0;"SD"
218;216;1.97;0.0;"SD"
216;214;1.66;0.0;"SD"
214;212;1.6;0.0;"SD"
212;210;1.86;0.0;"SD"
210;208;1.6;0.0;"SD"
208;206;2.2;0.0;"SD"
206;204;1.41;0.0;"SD"
204;202;2.07;0.0;"SD"
202;200;1.66;0.0;"SD"
200;198;1.72;0.0;"SD"
198;196;1.65;0.0;"SD"
196;194;1.31;0.0;"SD"
194;192;1.77;0.0;"SD"
192;190;1.54;0.0;"SD"
190;188;1.53;0.0;"SD"
188;186;1.67;0.0;"SD"
186;184;1.98;0.0;"SD"
184;182;1.88;0.0;"SD"
182;180;1.68;0.0;"SD"
180;178;1.34;0.0;"SD"
178;176;1.64;0.0;"SD"
176;174;1.52;0.0;"SD"
174;172;1.57;0.0;"SD"
