vi;vj;comprimento;demanda;tipo
126;128;4.16;0.0;"SD"
128;130;6.51;0.0;"SD"
130;132;3.58;0.0;"SD"
132;134;6.13;0.0;"SD"
134;136;3.81;0.0;"SD"
136;138;4.82;0.0;"SD"
138;140;3.98;0.0;"SD"
140;142;3.54;0.0;"SD"
142;144;3.75;0.0;"SD"
144;146;3.13;0.0;"SD"
146;18;2.9;0.0;"SD"
18;20;3.06;0.0;"SD"
20;22;3.17;0.0;"SD"
22;24;3.04;0.0;"SD"
24;26;3.07;0.0;"SD"
26;28;2.75;0.0;"SD"
28;30;2.53;0.0;"SD"
30;32;2.68;0.0;"SD"
32;34;2.67;0.0;"SD"
34;36;3.36;0.0;"SD"
36;38;2.55;0.0;"SD"
38;40;2.99;0.0;"SD"
40;42;2.03;0.0;"SD"
42;44;2.92;0.0;"SD"
44;46;2.07;0.0;"SD"
46;14;3.31;0.0;"SD"
14;16;1.94;0.0;"SD"
16;8;2.68;0.0;"SD"
8;10;3.09;0.0;"SD"
10;12;1.96;0.0;"SD"
12;65;2.57;0.0;"SD"
65;63;2.66;0.0;"SD"
63;61;1.57;0.0;"SD"
61;59;2.46;0.0;"SD"
59;50;2.39;0.0;"SD"
50;52;2.78;0.0;"SD"
52;54;1.84;0.0;"SD"
54;56;2.96;0.0;"SD"
56;48;1.75;0.0;"SD"
48;233;1.94;0.0;"SD"
233;231;2.7;0.0;"SD"
231;229;2.28;0.0;"SD"
229;227;2.39;0.0;"SD"
227;225;1.92;0.0;"SD"
225;223;2.03;0.0;"SD"
223;221;2.03;0.0;"SD"
221;219;2.06;0.0;"SD"
219;217;2.65;0.0;"SD"
217;215;2.22;0.0;"SD"
215;213;2.65;0.0;"SD"
213;211;1.88;0.0;"SD"
211;209;2.22;0.0;"SD"
209;207;2.29;0.0;"SD"
207;205;2.37;0.0;"SD"
205;203;2.34;0.0;"SD"
203;201;2.71;0.0;"SD"
201;199;1.61;0.0;"SD"
199;197;2.17;0.0;"SD"
197;195;1.87;0.0;"SD"
195;193;2.28;0.0;"SD"
193;191;2.47;0.0;"SD"
191;189;1.88;0.0;"SD"
189;187;2.31;0.0;"SD"
187;185;2.23;0.0;"SD"
185;183;1.98;0.0;"SD"
183;181;2.3;0.0;"SD"
181;179;1.74;0.0;"SD"
179;177;2.55;0.0;"SD"
177;175;2.05;0.0;"SD"
175;173;2.44;0.0;"SD"
173;171;2.5;0.0;"SD"
171;169;1.87;0.0;"SD"
169;167;1.88;0.0;"SD"
167;165;2.52;0.0;"SD"
165;163;1.86;0.0;"SD"
163;161;2.29;0.0;"SD"
161;159;1.68;0.0;"SD"
159;157;2.09;0.0;"SD"
157;155;2.2;0.0;"SD"
155;153;2.53;0.0;"SD"
153;151;1.98;0.0;"SD"
151;149;2.14;0.0;"SD"
149;323;1.88;0.0;"SD"
323;321;2.13;0.0;"SD"
321;319;1.88;0.0;"SD"
319;317;2.51;0.0;"SD"
317;315;1.64;0.0;"SD"
315;313;2.83;0.0;"SD"
313;311;1.79;0.0;"SD"
311;309;2.06;0.0;"SD"
309;307;2.16;0.0;"SD"
307;305;2.23;0.0;"SD"
305;303;1.58;0.0;"SD"
303;301;1.57;0.0;"SD"
301;299;1.6;0.0;"SD"
299;297;1.53;0.0;"SD"
297;295;1.89;0.0;"SD"
295;293;1.91;0.0;"SD"
293;291;3.82;0.0;"SD"
291;289;1.92;0.0;"SD"
289;287;3.56;0.0;"SD"
287;285;3.49;0.0;"SD"
285;7;3.12;0.0;"SD"
7;4;2.51;0.0;"SD"
4;2;2.77;0.0;"SD"
2;0;2.24;0.0;"SD"
308;310;6.1;0.0;"SD"
310;312;4.54;0.0;"SD"
312;314;5.07;0.0;"SD"
314;316;5.22;0.0;"SD"
316;318;4.41;0.0;"SD"
318;320;5.54;0.0;"SD"
320;322;4.93;0.0;"SD"
322;148;5.75;0.0;"SD"
148;150;6.77;0.0;"SD"
150;152;5.79;0.0;"SD"
152;154;4.45;0.0;"SD"
154;156;1.82;0.0;"SD"
156;158;4.67;0.0;"SD"
158;160;2.47;0.0;"SD"
160;162;1.75;0.0;"SD"
162;164;1.77;0.0;"SD"
164;166;1.95;0.0;"SD"
166;168;1.74;0.0;"SD"
168;170;2.02;0.0;"SD"
170;172;1.95;0.0;"SD"
172;174;2.03;0.0;"SD"
174;176;1.68;0.0;"SD"
176;178;2.29;0.0;"SD"
178;180;1.62;0.0;"SD"
180;182;1.77;0.0;"SD"
182;184;1.91;0.0;"SD"
184;186;1.63;0.0;"SD"
186;188;1.53;0.0;"SD"
188;190;2.02;0.0;"SD"
190;192;2.27;0.0;"SD"
192;194;2.8;0.0;"SD"
194;196;2.38;0.0;"SD"
196;198;2.16;0.0;"SD"
198;200;2.11;0.0;"SD"
200;202;1.83;0.0;"SD"
202;204;1.49;0.0;"SD"
204;206;2.76;0.0;"SD"
206;208;1.67;0.0;"SD"
208;210;2.16;0.0;"SD"
210;212;2.46;0.0;"SD"
212;214;2.05;0.0;"SD"
214;216;2.23;0.0;"SD"
216;218;1.47;0.0;"SD"
218;220;1.42;0.0;"SD"
220;222;1.86;0.0;"SD"
222;224;1.41;0.0;"SD"
224;226;1.67;0.0;"SD"
226;228;1.76;0.0;"SD"
228;230;1.45;0.0;"SD"
230;232;1.67;0.0;"SD"
232;49;2.14;0.0;"SD"
49;57;2.16;0.0;"SD"
57;55;3.23;0.0;"SD"
55;53;3.5;0.0;"SD"
53;51;3.29;0.0;"SD"
51;58;3.57;0.0;"SD"
58;60;4.34;0.0;"SD"
60;62;2.17;0.0;"SD"
62;64;4.83;0.0;"SD"
64;13;4.05;0.0;"SD"
13;11;3.91;0.0;"SD"
11;9;4.42;0.0;"SD"
9;17;3.94;0.0;"SD"
17;15;3.43;0.0;"SD"
15;47;3.69;0.0;"SD"
47;45;3.35;0.0;"SD"
45;43;4.86;0.0;"SD"
43;41;2.49;0.0;"SD"
41;39;3.83;0.0;"SD"
39;37;1.51;0.0;"SD"
37;35;1.56;0.0;"SD"
35;33;2.32;0.0;"SD"
33;31;1.64;0.0;"SD"
31;29;1.76;0.0;"SD"
29;27;1.75;0.0;"SD"
27;25;1.66;0.0;"SD"
25;23;1.64;0.0;"SD"
23;21;1.67;0.0;"SD"
21;19;1.19;0.0;"SD"
19;147;1.69;0.0;"SD"
147;145;1.51;0.0;"SD"
145;143;1.77;0.0;"SD"
143;141;1.43;0.0;"SD"
141;139;1.39;0.0;"SD"
139;137;1.53;0.0;"SD"
137;135;1.14;0.0;"SD"
135;133;1.73;0.0;"SD"
133;131;1.59;0.0;"SD"
131;129;1.03;0.0;"SD"
129;127;1.57;0.0;"SD"
127;125;1.79;0.0;"SD"
125;123;1.6;0.0;"SD"
123;121;0.87;0.0;"SD"
121;119;1.66;0.0;"SD"
119;117;1.47;0.0;"SD"
117;115;1.47;0.0;"SD"
115;113;1.49;0.0;"SD"
113;111;1.56;0.0;"SD"
111;109;1.65;0.0;"SD"
109;107;1.45;0.0;"SD"
107;105;1.25;0.0;"SD"
105;103;1.45;0.0;"SD"
103;101;1.46;0.0;"SD"
101;99;1.83;0.0;"SD"
99;97;1.34;0.0;"SD"
97;95;1.69;0.0;"SD"
95;93;1.29;0.0;"SD"
93;91;1.79;0.0;"SD"
91;89;1.39;0.0;"SD"
89;87;1.6;0.0;"SD"
87;85;1.23;0.0;"SD"
85;83;1.62;0.0;"SD"
83;81;1.51;0.0;"SD"
81;79;1.44;0.0;"SD"
79;77;1.56;0.0;"SD"
77;75;1.97;0.0;"SD"
75;73;1.7;0.0;"SD"
73;71;0.87;0.0;"SD"
71;69;1.63;0.0;"SD"
69;67;1.95;0.0;"SD"
234;236;7.19;0.0;"SD"
236;238;4.83;0.0;"SD"
238;240;4.29;0.0;"SD"
240;242;4.05;0.0;"SD"
242;244;2.33;0.0;"SD"
244;246;3.95;0.0;"SD"
246;248;3.51;0.0;"SD"
248;250;4.14;0.0;"SD"
250;252;2.34;0.0;"SD"
252;254;4.48;0.0;"SD"
254;256;3.19;0.0;"SD"
256;258;3.97;0.0;"SD"
258;260;3.29;0.0;"SD"
260;262;5.56;0.0;"SD"
262;264;6.02;0.0;"SD"
264;266;6.99;0.0;"SD"
266;268;7.99;0.0;"SD"
268;270;5.99;0.0;"SD"
270;272;7.48;0.0;"SD"
272;274;10.28;0.0;"SD"
274;276;11.14;0.0;"SD"
276;278;9.42;0.0;"SD"
278;280;9.54;0.0;"SD"
280;324;19.73;0.0;"SD"
324;282;4.53;0.0;"SD"
282;284;25.52;0.0;"SD"
284;286;16.22;0.0;"SD"
286;288;21.18;0.0;"SD"
288;290;6.29;0.0;"SD"
290;292;4.85;0.0;"SD"
292;294;4.52;0.0;"SD"
294;296;4.21;0.0;"SD"
296;298;6.97;0.0;"SD"
298;300;3.12;0.0;"SD"
300;302;4.36;0.0;"SD"
302;304;2.66;0.0;"SD"
304;306;3.48;0.0;"SD"
306;308;4.62;0.0;"SD"
261;259;5.62;0.0;"SD"
259;257;4.95;0.0;"SD"
257;255;4.53;0.0;"SD"
255;253;6.03;0.0;"SD"
253;251;5.33;0.0;"SD"
251;249;4.44;0.0;"SD"
249;247;6.28;0.0;"SD"
247;245;4.83;0.0;"SD"
245;243;5.47;0.0;"SD"
243;241;5.1;0.0;"SD"
241;239;6.23;0.0;"SD"
239;237;3.34;0.0;"SD"
237;235;5.13;0.0;"SD"
273;271;8.29;0.0;"SD"
271;269;8.25;0.0;"SD"
269;267;6.82;0.0;"SD"
267;265;7.6;0.0;"SD"
265;263;7.37;0.0;"SD"
263;261;5.84;0.0;"SD"
1;3;4.41;0.0;"SD"
3;5;6.98;0.0;"SD"
5;6;7.98;0.0;"SD"
6;283;43.14;0.0;"SD"
283;281;10.23;0.0;"SD"
281;279;9.96;0.0;"SD"
279;277;7.67;0.0;"SD"
277;275;6.54;0.0;"SD"
275;273;7.43;0.0;"SD"
